,ResNet50_v1,ResNet101_v1,MobileNet1.0,DenseNet121
error,22.640000000000004,21.597999999999995,26.727999999999994,25.095999999999997
total_time,770.2800695896149,209.12372970581055,113.723562002182,188.41204142570496
pred_time_mean,0.011276249504089356,0.019615032482147216,0.006123828649520874,0.02468628649711609
pred_time_std,0.005343971225645193,0.003073825278764185,0.0009600906880550326,0.0037683982808885395
