,ResNet50_v1,ResNet101_v1,MobileNet1.0,DenseNet121
error,22.640000000000004,21.597999999999995,26.727999999999994,25.095999999999997
total_time,140.06051397323608,213.97601985931396,117.50826501846313,195.37901091575623
pred_time_mean,0.012070187425613403,0.02096095495223999,0.006718990993499756,0.026721452045440675
pred_time_std,0.0018921812772131194,0.0031858481772360043,0.0015338855968783896,0.003722917310728065
